Card,Date,Description,Amount,Category
Costco,12/30/2023,MTA*NYCT PAYGO NEW YORK NY,2.9,Uncategorized
Costco,12/30/2023,COSTCO WHSE #1106 ANN ARBOR MI,99.22,Uncategorized
Costco,12/29/2023,COSTCO GAS #1084 ATLANTA GA,34.27,Uncategorized
Costco,12/28/2023,ZIPPY AUTO WASH ANN ARBOR MI,35.99,Uncategorized
Costco,12/21/2023,COSTCO WHSE #1084 ATLANTA GA,31.82,Uncategorized
Costco,12/21/2023,COSTCO GAS #1084 ATLANTA GA,49.71,Uncategorized
Costco,12/17/2023,COSTCO GAS #1084 ATLANTA GA,25.88,Uncategorized
Costco,12/15/2023,"ONLINE PAYMENT, THANK YOU",-2257.44,Uncategorized
Costco,12/13/2023,COSTCO WHSE #0188 ATLANTA GA,407.78,Uncategorized
Costco,12/12/2023,COSTCO GAS #0189 KENNESAW GA,35.6,Uncategorized
Costco,12/10/2023,COSTCO WHSE #1106 ANN ARBOR MI,66.22,Uncategorized
Costco,12/09/2023,TST* TOMUKUN KOREAN BBQ Ann Arbor MI,59.53,Uncategorized
Costco,12/08/2023,"ONLINE PAYMENT, THANK YOU",-250.52,Uncategorized
Costco,12/08/2023,UMI SUSHI ATLANTA GA,1688.31,Uncategorized
Costco,12/05/2023,BKGHOTEL AT BOOKING.C 147-036-3250 NY,140.58,Uncategorized
Costco,12/04/2023,"ONLINE PAYMENT, THANK YOU",-253.37,Uncategorized
Costco,12/03/2023,Tesla Inc Supercharger 877-7983752 CA,16.38,Uncategorized
Costco,12/02/2023,BOYNE MTN LODGING BOYNE FALLS MI PHONE NUMBER:  FOLIO NUMBER:  ARRIVE:  DEPART:,68.39,Uncategorized
Costco,12/02/2023,Tesla Inc Supercharger 877-7983752 CA,5.67,Uncategorized
Costco,12/02/2023,Tesla Inc Supercharger 877-7983752 CA,19.5,Uncategorized
Costco,11/28/2023,ZIPPY AUTO WASH ANN ARBOR MI,35.99,Uncategorized
Costco,11/28/2023,BOYNE MTN LODGING BOYNE FALLS MI PHONE NUMBER:  FOLIO NUMBER:  ARRIVE:  DEPART:,68.4,Uncategorized
Costco,11/28/2023,COSTCO WHSE #1106 ANN ARBOR MI,119.92,Uncategorized
Costco,11/27/2023,"ONLINE PAYMENT, THANK YOU",-210.44,Uncategorized
Costco,11/25/2023,JINYA RAMEN BAR - BUCK 770-7697028 GA,29.06,Uncategorized
Costco,11/20/2023,FRONTIER AI ZHRJWN DENVER CONAME:  DEPART:,126.0,Uncategorized
Costco,11/20/2023,SPIRIT AIRL 4870371384709800-7727117 FLNAME:  DEPART:,38.0,Uncategorized
Costco,11/18/2023,"ONLINE PAYMENT, THANK YOU",-2870.3,Uncategorized
Costco,11/18/2023,GREYHOUND Los Angeles CA,63.98,Uncategorized
Costco,11/17/2023,AMTRAK TELEP3080601522310WASHINGTON DCNAME: KUO/YUEHLUNG DEPART:,-68.0,Uncategorized
Costco,11/17/2023,TASA MENG CORPORATION TAOYUAN CITY TW,50.46,Uncategorized
Costco,11/14/2023,"ONLINE PAYMENT, THANK YOU",-4650.17,Uncategorized
Costco,11/13/2023,DELTA 0062188888375800-221-1212 GANAME: EN/LINNA DEPART:12/05/2023 PNH TO ICN: DL: CLASS:L : STOP: O  TO ATL: DL: CLASS:L : STOP:   TO ICN: DL: CLASS:L : STOP: X  TO PNH: DL: CLASS:L : STOP: O,2870.3,Uncategorized
Costco,11/11/2023,JINYA RAMEN BAR - BUCK 770-7697028 GA,110.28,Uncategorized
Costco,11/10/2023,COSTCO WHSE #1106 ANN ARBOR MI,96.13,Uncategorized
Costco,11/09/2023,COSTCO GAS #1106 ANN ARBOR MI,63.17,Uncategorized
Costco,11/08/2023,EVA AIR 6958025620040EL SEGUNDO CANAME: KUO/YUEHLUNG DEPART:12/15/2023  TO TPE: BR: CLASS:Y : STOP: O DTW TO SEA: AS: CLASS:Y : STOP: X,2142.7,Uncategorized
Costco,11/08/2023,BKGHOTEL AT BOOKING.C 888-850-3958 NY,-522.88,Uncategorized
Costco,11/08/2023,HOTELSCOM7269107465980 HOTELS.COM WA PHONE NUMBER:  FOLIO NUMBER:  ARRIVE:  DEPART:,309.2,Uncategorized
Costco,11/07/2023,JETBLUE 2798307651017SALT LAKE CITUTNAME: KUO/YUEHLUNG DEPART:12/29/2023 JFK TO DTW: B6: CLASS: : STOP: ,30.0,Uncategorized
Costco,11/07/2023,JETBLUE 2798025577463SALT LAKE CITUTNAME: KUO/YUEHLUNG DEPART:12/29/2023 JFK TO DTW: B6: CLASS:U : STOP: O,123.91,Uncategorized
Costco,11/07/2023,JETBLUE 2798025579812SALT LAKE CITUTNAME: WANG/YIFEN DEPART:12/29/2023 JFK TO DTW: B6: CLASS:U : STOP: O,123.91,Uncategorized
Costco,11/07/2023,CHINA AIR 2978025572625SEATTLE WANAME: KUO/YUEHLUNG DEPART:12/28/2023 TPE TO JFK: CI: CLASS:R : STOP: O,969.5,Uncategorized
Costco,11/06/2023,COSTCO GAS #0189 KENNESAW GA,45.31,Uncategorized
Costco,11/05/2023,TST* Alons Bakery and Ma Atlanta GA,25.14,Uncategorized
Costco,11/04/2023,EVA AIR 6958025160621EL SEGUNDO CANAME: KUO/YUEHLUNG DEPART:11/11/2023  TO ORD: BR: CLASS:S : STOP: O ORD TO TPE: BR: CLASS:M : STOP: O,1594.6,Uncategorized
Costco,11/04/2023,AMTRAK .COM 3080741522014WASHINGTON DCNAME: KUO/YUEHLUNG DEPART:11/11/2023 ARB TO CHI: 2V: CLASS:Y : STOP: ,39.0,Uncategorized
Costco,11/04/2023,AMTRAK .COM 3080601522310WASHINGTON DCNAME: KUO/YUEHLUNG DEPART:11/18/2023 CHI TO ARB: 2V: CLASS:Y : STOP: ,68.0,Uncategorized
Costco,10/28/2023,ZIPPY AUTO WASH ANN ARBOR MI,1.0,Uncategorized
Costco,10/28/2023,ZIPPY AUTO WASH ANN ARBOR MI,15.99,Uncategorized
Costco,10/28/2023,BKGHOTEL AT BOOKING.C 147-036-3250 NY,522.88,Uncategorized
Costco,10/25/2023,Booking.com4117467717 646-5587089 FL,-1902.98,Uncategorized
Costco,10/23/2023,COSTCO WHSE #1106 ANN ARBOR MI,94.33,Uncategorized
Costco,10/23/2023,COSTCO GAS #0189 KENNESAW GA,38.66,Uncategorized
Costco,10/23/2023,COSTCO WHSE #0189 KENNESAW GA,75.41,Uncategorized
Costco,10/22/2023,"ONLINE PAYMENT, THANK YOU",-2766.09,Uncategorized
Costco,10/22/2023,Tesla Inc Supercharger 877-7983752 CA,7.41,Uncategorized
Costco,10/21/2023,SP KUIPERS FARM 181-58275200 IL,5.0,Uncategorized
Costco,10/21/2023,COSTCO WHSE #0388 OAK BROOK IL,126.52,Uncategorized
Costco,10/21/2023,COSTCO WHSE #0188 ATLANTA GA,144.4,Uncategorized
Costco,10/20/2023,Booking.com4117467717 646-5587089 FL,1902.99,Uncategorized
Costco,10/20/2023,Tesla Inc Supercharger 877-7983752 CA,4.68,Uncategorized
Costco,10/20/2023,DELTA AIR 0062182228332800-2211212 CANAME: SETH/TEPOLAK DEPART:02/01/2024 ATL TO SJC: DL: CLASS:E : STOP: O,298.9,Uncategorized
Costco,10/18/2023,COSTCO WHSE #1106 ANN ARBOR MI,132.85,Uncategorized
Costco,10/16/2023,COSTCO ONLINE RX 800-955-2292 WA,369.62,Uncategorized
Costco,10/13/2023,COSTCO GAS #0189 KENNESAW GA,41.91,Uncategorized
Costco,10/13/2023,COSTCO WHSE #0189 KENNESAW GA,98.93,Uncategorized
Costco,10/12/2023,"ONLINE PAYMENT, THANK YOU",-829.37,Uncategorized
Costco,10/10/2023,DELTA AIR 0068022260814800-2211212 WANAME: KUO/YUEHLUNG DEPART:11/22/2023  TO : : CLASS: : STOP: O DTW TO ATL: DL: CLASS:E : STOP: O,128.9,Uncategorized
Costco,10/10/2023,SPIRIT AIRL 4870366299735800-7727117 FLNAME: KUO/Y DEPART:11/27/2023  TO : : CLASS: : STOP: O ATL TO DTW: NK: CLASS:R : STOP: O,90.89,Uncategorized
Costco,10/10/2023,MAMAK DORAVILLE GA,164.63,Uncategorized
Costco,10/07/2023,"ONLINE PAYMENT, THANK YOU",-696.69,Uncategorized
Costco,10/07/2023,COSTCO WHSE #1106 ANN ARBOR MI,664.74,Uncategorized
Costco,10/04/2023,OLIVIER NAPA VALLEY - 707-967-8777 CA,166.7,Uncategorized
Costco,10/04/2023,COSTCO GAS #0189 KENNESAW GA,31.96,Uncategorized
Costco,10/04/2023,COSTCO WHSE #0189 KENNESAW GA,434.99,Uncategorized
Costco,09/29/2023,"ONLINE PAYMENT, THANK YOU",-1164.59,Uncategorized
Costco,09/29/2023,COSTCO GAS #0189 KENNESAW GA,28.93,Uncategorized
Costco,09/29/2023,COSTCO WHSE #0189 KENNESAW GA,34.11,Uncategorized
Costco,09/28/2023,BKGHOTEL AT BOOKING.C 147-036-3250 NY,1164.59,Uncategorized
Costco,09/27/2023,"ONLINE PAYMENT, THANK YOU",-430.08,Uncategorized
Costco,09/20/2023,COSTCO WHSE #1084 ATLANTA GA,99.04,Uncategorized
Costco,09/17/2023,COSTCO WHSE #1106 ANN ARBOR MI,90.03,Uncategorized
Costco,09/17/2023,COSTCO GAS #1084 ATLANTA GA,41.19,Uncategorized
Costco,09/15/2023,COSTCO WHSE #1107 CHICAGO IL,56.13,Uncategorized
Costco,09/15/2023,SHELL OIL 57542378302 KENNESAW GA,20.0,Uncategorized
Costco,09/13/2023,"ONLINE PAYMENT, THANK YOU",-363.74,Uncategorized
Costco,09/12/2023,COSTCO WHSE #1106 ANN ARBOR MI,123.69,Uncategorized
Costco,09/11/2023,"ONLINE PAYMENT, THANK YOU",-352.95,Uncategorized
Costco,09/10/2023,LEE`S BAKERY ATLANTA ATLANTA GA,38.66,Uncategorized
Costco,09/09/2023,COSTCO WHSE #1107 CHICAGO IL,50.0,Uncategorized
Costco,09/09/2023,COSTCO WHSE #1107 CHICAGO IL,212.5,Uncategorized
Costco,09/09/2023,TST* Alons Bakery and Ma Atlanta GA,6.68,Uncategorized
Costco,09/09/2023,TST* Alons Bakery and Ma Atlanta GA,15.26,Uncategorized
Costco,09/09/2023,AVELLINO'S PIZZERIA ATLANTA GA,40.64,Uncategorized
Costco,09/05/2023,COSTCO GAS #0189 KENNESAW GA,58.6,Uncategorized
Costco,09/03/2023,COSTCO WHSE #1106 ANN ARBOR MI,157.28,Uncategorized
Costco,08/26/2023,COSTCO WHSE #1106 ANN ARBOR MI,137.07,Uncategorized
Costco,08/24/2023,"ONLINE PAYMENT, THANK YOU",-631.3,Uncategorized
Costco,08/22/2023,COSTCO GAS #0189 KENNESAW GA,48.84,Uncategorized
Costco,08/20/2023,COSTCO WHSE #1106 ANN ARBOR MI,9.95,Uncategorized
Costco,08/19/2023,COSTCO WHSE #1106 ANN ARBOR MI,-12.71,Uncategorized
Costco,08/19/2023,COSTCO WHSE #1106 ANN ARBOR MI,125.81,Uncategorized
Costco,08/12/2023,COSTCO WHSE #1106 ANN ARBOR MI,272.9,Uncategorized
Costco,08/12/2023,COSTCO GAS #1084 ATLANTA GA,53.63,Uncategorized
Costco,08/11/2023,"ONLINE PAYMENT, THANK YOU",-33.89,Uncategorized
Costco,08/11/2023,FRONTIER AI ZHRJWN DENVER CONAME: KUO/Y DEPART:12/17/2023 ATL TO DTW: F9: CLASS:M : STOP: O,83.98,Uncategorized
Costco,08/11/2023,DELTA AIR 0068014530115SEATTLE WANAME: KUO/YUEHLUNG DEPART:12/14/2023  TO : : CLASS: : STOP: O DTW TO ATL: DL: CLASS:E : STOP: O,48.9,Uncategorized
Costco,08/05/2023,COSTCO GAS #0189 KENNESAW GA,33.89,Uncategorized
Costco,08/01/2023,"ONLINE PAYMENT, THANK YOU",-1198.73,Uncategorized
Costco,07/29/2023,COSTCO WHSE #1106 ANN ARBOR MI,142.61,Uncategorized
Costco,07/28/2023,COSTCO GAS #0189 KENNESAW GA,54.57,Uncategorized
Costco,07/26/2023,Tesla Inc Supercharger 877-7983752 CA,3.2,Uncategorized
Costco,07/25/2023,DOMINO'S 1118 ANN ARBOR MI,49.04,Uncategorized
Costco,07/24/2023,GINZA SUSHI & RAMEN. GRAND RAPIDS MI,55.0,Uncategorized
Costco,07/23/2023,MCDONALD'S F17741 HOLLAND MI,4.97,Uncategorized
Costco,07/23/2023,GINZA SUSHI & RAMEN. GRAND RAPIDS MI,44.4,Uncategorized
Costco,07/23/2023,Tesla Inc Supercharger 877-7983752 CA,10.66,Uncategorized
Costco,07/22/2023,"ONLINE PAYMENT, THANK YOU",-1434.15,Uncategorized
Costco,07/22/2023,Subway 4653 Ann Arbor MI,13.46,Uncategorized
Costco,07/22/2023,COSTCO WHSE #1106 ANN ARBOR MI,175.87,Uncategorized
Costco,07/21/2023,COSTCO WHSE #1106 ANN ARBOR MI,13.68,Uncategorized
Costco,07/21/2023,COSTCO WHSE #1106 ANN ARBOR MI,631.27,Uncategorized
Costco,07/20/2023,DOMINO'S 1118 ANN ARBOR MI,36.24,Uncategorized
Costco,07/19/2023,DOMINO'S 1118 ANN ARBOR MI,20.98,Uncategorized
Costco,07/19/2023,"SQ *SFO - DOLORES, TERMINSan FranciscoCA",5.47,Uncategorized
Costco,07/19/2023,SQ *WAKABA San FranciscoCA,38.59,Uncategorized
Costco,07/19/2023,DELTA AIR Baggage Fee SAN FRANCISCOCANAME:  DEPART:,70.0,Uncategorized
Costco,07/19/2023,DELTA AIR Pets SAN FRANCISCOCANAME:  DEPART:,95.0,Uncategorized
Costco,07/18/2023,SNACK* WICKED STAR 120-36845156 CA,18.19,Uncategorized
Costco,07/18/2023,BRIAN BLACK TEA FREMONT CA,13.95,Uncategorized
Costco,07/17/2023,HAPPY LEMON - SF TRANSBA SAN FRANCISCOCA,11.25,Uncategorized
Costco,07/16/2023,COSTCO GAS #1084 ATLANTA GA,47.5,Uncategorized
Costco,07/15/2023,CHIPOTLE ONLINE CHIPOTLE.COM CA,12.68,Uncategorized
Costco,07/15/2023,TST* U Dessert Story - BeBerkeley CA,24.72,Uncategorized
Costco,07/15/2023,DELTA AIR 0068010377530SEATTLE WANAME: SETH/TEPOLAK DEPART:10/06/2023  TO : : CLASS: : STOP: O ATL TO DTW: DL: CLASS:E : STOP: O  TO ATL: DL: CLASS:E : STOP: O,155.79,Uncategorized
Costco,07/13/2023,NIKKO SUSHI. BERKELEY CA,94.0,Uncategorized
Costco,07/13/2023,Tesla Inc Supercharger 877-7983752 CA,5.67,Uncategorized
Costco,07/12/2023,CHIPOTLE ONLINE CHIPOTLE.COM CA,12.68,Uncategorized
Costco,07/12/2023,WWW COSTCO COM 800-955-2292 WA,29.67,Uncategorized
Costco,07/12/2023,DELTA AIR 0062127515724DELTA.COM CANAME: KUO/YUEHLUNG DEPART:07/19/2023 SFO TO DTW: DL: CLASS:K : STOP: O,110.0,Uncategorized
Costco,07/12/2023,Tesla Inc Supercharger 877-7983752 CA,8.19,Uncategorized
Costco,07/10/2023,PAR*MARUGAME UDON - BERKEBERKELEY CA,16.16,Uncategorized
Costco,07/09/2023,DOMAINE CARNEROS 707-257-0101 CA,186.9,Uncategorized
Costco,07/09/2023,COSTCO WHSE #0482 RICHMOND CA,49.13,Uncategorized
Costco,07/06/2023,COSTCO GAS #0188 ATLANTA GA,31.05,Uncategorized
Costco,07/06/2023,COSTCO WHSE #0188 ATLANTA GA,62.47,Uncategorized
Costco,07/06/2023,COSTCO WHSE #0188 ATLANTA GA,125.07,Uncategorized
Costco,07/05/2023,"ONLINE PAYMENT, THANK YOU",-2478.33,Uncategorized
Costco,07/05/2023,U-HAULBRADS INTERNATIONAL800-789-3638 CA,32.8,Uncategorized
Costco,07/04/2023,HILTON HOTELS SAN DIEGO CA PHONE NUMBER:  FOLIO NUMBER:  ARRIVE:  DEPART:,120.0,Uncategorized
Costco,07/03/2023,TST* Solunto Restaurant &San Diego CA,132.59,Uncategorized
Costco,07/02/2023,TST* BRIGANTINE PORTSIDE SAN DIEGO CA,224.46,Uncategorized
Costco,06/30/2023,GOOGLE *YouTube Videos g.co/helppay#CA,4.23,Uncategorized
Costco,06/30/2023,DELTA AIR 0062124963499DELTA.COM CANAME: KUO/YUEHLUNG DEPART:07/21/2023 SFO TO DTW: DL: CLASS:U : STOP: O,398.9,Uncategorized
Costco,06/30/2023,COSTCO WHSE #0482 RICHMOND CA,77.8,Uncategorized
Costco,06/27/2023,SPIRIT AIRL 4870353543243800-7727117 FLNAME: KUO/Y DEPART:07/01/2023  TO : : CLASS: : STOP: O OAK TO SAN: NK: CLASS:V : STOP: O,148.89,Uncategorized
Costco,06/27/2023,SPIRIT AIRL 4870353543284800-7727117 FLNAME: SETH/T DEPART:07/01/2023  TO : : CLASS: : STOP: O OAK TO SAN: NK: CLASS:K : STOP: O,178.89,Uncategorized
Costco,06/27/2023,COSTCO WHSE #0482 RICHMOND CA,8.69,Uncategorized
Costco,06/27/2023,COSTCO WHSE #0482 RICHMOND CA,10.95,Uncategorized
Costco,06/27/2023,PEPPERMILL FRONT DESK RENO NV PHONE NUMBER:  FOLIO NUMBER:  ARRIVE:  DEPART:,137.6,Uncategorized
Costco,06/26/2023,ALASKA AIR 0278007452498SEATTLE WANAME: KUO/YUEHLUNG DEPART:07/04/2023 SAN TO SFO: AS: CLASS:M : STOP: O,218.9,Uncategorized
Costco,06/26/2023,ALASKA AIR 0278007452826SEATTLE WANAME: SETH/TEPOLAK DEPART:07/04/2023 SAN TO SFO: AS: CLASS:M : STOP: O,218.9,Uncategorized
Costco,06/26/2023,Tesla Inc Supercharger 877-7983752 CA,5.25,Uncategorized
Costco,06/25/2023,COSTCO GAS #0189 KENNESAW GA,51.42,Uncategorized
Costco,06/24/2023,Tesla Inc Supercharger 877-7983752 CA,4.41,Uncategorized
Costco,06/23/2023,SNACK* U-CHA BERKELEY 120-36845156 CA,8.04,Uncategorized
Costco,06/22/2023,SNACK* TP TEA - BERKEL 120-36845156 CA,7.35,Uncategorized
Costco,06/21/2023,COSTCO WHSE #0482 RICHMOND CA,10.98,Uncategorized
Costco,06/21/2023,COSTCO WHSE #0482 RICHMOND CA,22.46,Uncategorized
Costco,06/20/2023,SQ *SOUTHSIDE STATION gosq.com CA,16.54,Uncategorized
Costco,06/16/2023,"ONLINE PAYMENT, THANK YOU",-1246.89,Uncategorized
Costco,06/16/2023,COSTCO WHSE #0001 SEATTLE WA,214.58,Uncategorized
Costco,06/13/2023,COSTCO WHSE #0482 RICHMOND CA,10.95,Uncategorized
Costco,06/13/2023,COSTCO WHSE #0482 RICHMOND CA,205.06,Uncategorized
Costco,06/10/2023,MISS SAIGON OAKLAND CA,42.8,Uncategorized
Costco,06/10/2023,HANCOOK. OAKLAND CA,46.19,Uncategorized
Costco,06/10/2023,Tesla Inc Supercharger 877-7983752 CA,5.25,Uncategorized
Costco,06/09/2023,SQ *SOUTHSIDE STATION gosq.com CA,16.54,Uncategorized
Costco,06/09/2023,COSTCO GAS #0189 KENNESAW GA,49.71,Uncategorized
Costco,06/08/2023,AMC ONLINE 9640 888-440-4262 KS,21.58,Uncategorized
Costco,06/07/2023,Tesla Inc Supercharger 877-7983752 CA,4.83,Uncategorized
Costco,06/07/2023,COSTCO WHSE #0482 RICHMOND CA,71.94,Uncategorized
Costco,06/04/2023,Tesla Inc Supercharger 877-7983752 CA,2.52,Uncategorized
Costco,06/03/2023,COSTCO GAS #1084 ATLANTA GA,22.93,Uncategorized
Costco,06/01/2023,CHIPOTLE 2703 BERKELEY CA,9.76,Uncategorized
Costco,06/01/2023,QT 752 KENNESAW GA,25.0,Uncategorized
Costco,05/31/2023,YOSEMITE VIEW LODGE SAN JOSE CA,-48.48,Uncategorized
Costco,05/31/2023,Tesla Inc Supercharger 877-7983752 CA,10.5,Uncategorized
Costco,05/30/2023,Tesla Inc Supercharger 877-7983752 CA,23.32,Uncategorized
Costco,05/30/2023,Tesla Inc Supercharger 877-7983752 CA,23.85,Uncategorized
Costco,05/30/2023,SQ *ROADSIDE ROTISSERIE LFremont CA,8.86,Uncategorized
Costco,05/30/2023,LITTLE PLEARN THAI KITC BERKELEY CA,85.87,Uncategorized
Costco,05/29/2023,MCDONALD'S F16753 FIREBAUGH CA,11.42,Uncategorized
Costco,05/28/2023,TST* BAR BOHEMIEN CULVER CITY CA,39.08,Uncategorized
Costco,05/28/2023,SQ *OAKOBING LOS ANGELES CA,17.51,Uncategorized
Costco,05/28/2023,PRESSED JUICERY - THE GROLOS ANGELES CA,15.39,Uncategorized
Costco,04/25/2024,COSTCO GAS #0188 ATLANTA GA,39.51,Uncategorized
Costco,04/21/2024,WESTIN (WESTIN HOTELS) PHOENIX AZ,227.99,Uncategorized
Costco,04/21/2024,COSTCO WHSE #1106 ANN ARBOR MI,71.85,Uncategorized
Costco,04/17/2024,COSTCO WHSE #1106 ANN ARBOR MI,-1112.99,Uncategorized
Costco,04/17/2024,COSTCO WHSE #1106 ANN ARBOR MI,122.02,Uncategorized
Costco,04/14/2024,COSTCO WHSE #0778 FREMONT CA,11.98,Uncategorized
Costco,04/11/2024,COSTCO GAS #0188 ATLANTA GA,60.63,Uncategorized
Costco,04/10/2024,"ONLINE PAYMENT, THANK YOU",-1503.83,Uncategorized
Costco,04/07/2024,COSTCO WHSE #1106 ANN ARBOR MI,109.34,Uncategorized
Costco,04/07/2024,SQ *RAMEN NAGI VALLEY FAISanta Clara CA,53.52,Uncategorized
Costco,04/06/2024,SEAPOT HOT POT & BAR SUNNYVALE CA,97.83,Uncategorized
Costco,04/06/2024,COSTCO WHSE #0778 FREMONT CA,91.11,Uncategorized
Costco,03/28/2024,"EV CONNECT, INC. 866-816-7584 CA",3.05,Uncategorized
Costco,03/28/2024,ZIPPY AUTO WASH ANN ARBOR MI,35.99,Uncategorized
Costco,03/27/2024,COSTCO WHSE #1106 ANN ARBOR MI,1112.99,Uncategorized
Costco,03/26/2024,"ONLINE PAYMENT, THANK YOU",-526.95,Uncategorized
Costco,03/21/2024,COSTCO GAS #1084 ATLANTA GA,24.49,Uncategorized
Costco,03/20/2024,COSTCO WHSE #1106 ANN ARBOR MI,103.36,Uncategorized
Costco,03/17/2024,COSTCO WHSE #1107 CHICAGO IL,75.11,Uncategorized
Costco,03/16/2024,BERKELEY-PRKG IPS METER BERKELEY CA,0.3,Uncategorized
Costco,03/16/2024,BERKELEY-PRKG IPS METER BERKELEY CA,0.75,Uncategorized
Costco,03/16/2024,COSTCO WHSE #0778 FREMONT CA,99.7,Uncategorized
Costco,03/10/2024,BP#1733807CABANISS ROAD FORSYTH GA,37.78,Uncategorized
Costco,03/09/2024,COSTCO GAS #0188 ATLANTA GA,42.84,Uncategorized
Costco,03/09/2024,COSTCO WHSE #0778 FREMONT CA,60.22,Uncategorized
Costco,03/09/2024,COSTCO WHSE #0188 ATLANTA GA,74.32,Uncategorized
Costco,03/08/2024,COSTCO WHSE #1106 ANN ARBOR MI,8.08,Uncategorized
Costco,03/05/2024,"ONLINE PAYMENT, THANK YOU",-188.04,Uncategorized
Costco,03/03/2024,COSTCO WHSE #0778 FREMONT CA,42.87,Uncategorized
Costco,03/03/2024,COSTCO WHSE #0778 FREMONT CA,97.1,Uncategorized
Costco,03/02/2024,"ONLINE PAYMENT, THANK YOU",-257.6,Uncategorized
Costco,03/02/2024,COSTCO WHSE #1106 ANN ARBOR MI,48.07,Uncategorized
Costco,02/29/2024,COSTCO GAS #1084 ATLANTA GA,47.14,Uncategorized
Costco,02/28/2024,ZIPPY AUTO WASH ANN ARBOR MI,35.99,Uncategorized
Costco,02/25/2024,COSTCO WHSE #1106 ANN ARBOR MI,138.52,Uncategorized
Costco,02/25/2024,COSTCO WHSE #0778 FREMONT CA,35.95,Uncategorized
Costco,02/23/2024,"ONLINE PAYMENT, THANK YOU",-684.07,Uncategorized
Costco,02/16/2024,COSTCO WHSE #1106 ANN ARBOR MI,-35.99,Uncategorized
Costco,02/16/2024,COSTCO WHSE #1106 ANN ARBOR MI,265.75,Uncategorized
Costco,02/16/2024,COSTCO WHSE #0778 FREMONT CA,82.18,Uncategorized
Costco,02/10/2024,COSTCO WHSE #1106 ANN ARBOR MI,-78.42,Uncategorized
Costco,02/10/2024,COSTCO WHSE #1106 ANN ARBOR MI,151.83,Uncategorized
Costco,02/10/2024,HANCOOK. OAKLAND CA,95.12,Uncategorized
Costco,02/10/2024,COSTCO WHSE #1004 SAN JOSE CA,113.32,Uncategorized
Costco,02/09/2024,GEN - FREMONT FREMONT CA,78.04,Uncategorized
Costco,02/07/2024,"ONLINE PAYMENT, THANK YOU",-1353.45,Uncategorized
Costco,02/06/2024,Tesla Inc Supercharger 877-7983752 CA,12.24,Uncategorized
Costco,02/05/2024,Tesla Inc Supercharger 877-7983752 CA,11.22,Uncategorized
Costco,02/03/2024,DELTA AIR 0062208164056800-2211212 CANAME: KUO/YUEHLUNG DEPART:03/15/2024  TO : : CLASS: : STOP: O DTW TO SFO: DL: CLASS:E : STOP: O  TO DTW: DL: CLASS:E : STOP: ,497.3,Uncategorized
Costco,02/03/2024,UEP*DUMPLING HOME SAN FRANCISCOCA,90.05,Uncategorized
Costco,02/02/2024,COSTCO WHSE #0778 FREMONT CA,-166.46,Uncategorized
Costco,02/02/2024,COSTCO WHSE #0778 FREMONT CA,242.47,Uncategorized
Costco,02/01/2024,HAIDILAO HOT POT FREMONT FREMONT CA,103.7,Uncategorized
Costco,02/01/2024,COSTCO WHSE #0778 FREMONT CA,448.87,Uncategorized
Costco,01/28/2024,ZIPPY AUTO WASH ANN ARBOR MI,35.99,Uncategorized
Costco,01/27/2024,COSTCO WHSE #1106 ANN ARBOR MI,55.88,Uncategorized
Costco,01/26/2024,"ONLINE PAYMENT, THANK YOU",-576.56,Uncategorized
Costco,01/26/2024,COSTCO GAS #1084 ATLANTA GA,34.43,Uncategorized
Costco,01/24/2024,COSTCO WHSE #1106 ANN ARBOR MI,183.86,Uncategorized
Costco,01/17/2024,COSTCO WHSE #1106 ANN ARBOR MI,312.71,Uncategorized
Costco,01/15/2024,Tesla Inc Supercharger 877-7983752 CA,9.36,Uncategorized
Costco,01/15/2024,Tesla Inc Supercharger 877-7983752 CA,29.64,Uncategorized
Costco,01/13/2024,"ONLINE PAYMENT, THANK YOU",-573.44,Uncategorized
Costco,01/12/2024,Tesla Inc Supercharger 877-7983752 CA,0.78,Uncategorized
Costco,01/12/2024,Tesla Inc Supercharger 877-7983752 CA,17.2,Uncategorized
Costco,01/12/2024,Tesla Inc Supercharger 877-7983752 CA,23.01,Uncategorized
Costco,01/11/2024,COSTCO WHSE #1106 ANN ARBOR MI,-11.99,Uncategorized
Costco,01/11/2024,COSTCO WHSE #1106 ANN ARBOR MI,189.53,Uncategorized
Costco,01/09/2024,COSTCO GAS #0189 KENNESAW GA,24.13,Uncategorized
Costco,01/08/2024,COSTCO WHSE #1106 ANN ARBOR MI,67.28,Uncategorized
Costco,01/06/2024,COSTCO WHSE #1107 CHICAGO IL,118.01,Uncategorized
Costco,01/06/2024,COSTCO WHSE #1106 ANN ARBOR MI,162.0,Uncategorized
Costco,01/03/2024,"ONLINE PAYMENT, THANK YOU",-510.44,Uncategorized
Costco,01/03/2024,COSTCO WHSE #1106 ANN ARBOR MI,24.48,Uncategorized
Costco,01/01/2024,SLURPING TURTLE - ANN 630-7888805 MI,98.74,Uncategorized
Custom Cash,12/30/2023,TST* NO THAI-S. MAIN Ann Arbor MI,29.0,Uncategorized
Custom Cash,12/29/2023,CHIPOTLE 1158 ANN ARBOR MI null XXXXXXXXXXXX9868,22.47,Uncategorized
